,PCA1,PCA2
0,-72.5577392518527,-62.088842315993844
1,40.322246280631404,60.225870099084965
2,-63.154446679033114,-45.91938028380603
3,-84.38916118697254,-60.9523060966635
4,16.087128566293362,-15.76666899655214
5,89.0737496404927,-31.573047259221045
6,120.21004010031353,-72.68826920069138
7,43.167831707511674,0.21191881367947552
8,20.182923208683818,-4.558292678583001
9,38.81310547512442,32.450234364004764
10,11.570679242219976,3.3827515733717233
11,-35.80668792781185,-28.77160258909307
12,42.27010600512974,32.91603416557526
13,112.32630735928474,-83.44402855754372
14,-75.66587614527562,-50.71111916888719
15,27.480767921948193,85.96078824638182
16,103.33703639337399,-92.75921575313777
17,30.106483483244027,114.88841663370886
18,-23.756062764846888,-14.504421392374049
19,106.46955940446,-69.86334414642793
20,70.06298067674014,4.054272467684342
21,51.16522376140511,50.07226054811217
22,91.60124309853694,-8.335136246552056
23,103.38571573362402,-83.66536672947338
24,47.39180475780631,17.72539916484596
25,-46.687422699510776,-41.14296683996399
26,44.671485124944226,-6.505567641309413
27,77.05824873075481,-8.686541190877017
28,25.16561735759965,88.51786114762909
29,91.1520591047126,-80.60701244242861
30,-46.79675695089506,-20.169627066554508
31,-84.16244243482275,-56.022990172896215
32,-23.160856867530168,-29.364646524507542
33,46.31858614080911,79.29171090849161
34,-59.61569527556513,-22.584767165783507
35,64.39467851078436,4.395480370004733
36,102.69138654956053,-76.71683165897157
37,-53.53985070651541,-38.49354652797958
38,-7.5109553344145965,-14.604139785731288
39,-72.1882358404971,-56.56356161765709
40,97.8143304629293,-82.10042970836997
41,106.46865916010734,-70.52604707954782
42,78.43967727005894,-3.184002891402918
43,107.59016467347533,-77.1102807617136
44,-62.660741498693895,-37.50602778724443
45,104.46541068464398,-56.61680012973043
46,26.84488446696028,7.07997698757645
47,34.9818391831596,94.1343308371878
48,111.5910420809819,-72.33011266290806
49,-73.44794111398751,-56.216033191148135
50,-69.22618472646857,-42.458006093420686
51,52.50317041401901,2.8189504955590814
52,130.28694500762865,-82.77643224815483
53,72.16882357542518,25.112756109610196
54,-44.10078558323086,-50.38660418900664
55,-6.450005836870602,-19.370862824233605
56,68.77400357002163,12.518472229858508
57,122.28360873468604,-101.46251304465947
58,143.04661639102332,-95.7120014965642
59,-48.72362857832996,-28.076472440660584
60,120.05856816995684,-102.6704891892266
61,27.78633258475698,21.331032733671567
62,28.320464891284942,22.620807564044792
63,-66.32561472680248,-49.80139206391954
64,34.194967628660194,4.991220763194816
65,-51.119341660222574,-45.85839769542773
66,110.24237311019237,-49.31774776104277
67,87.74372509148672,-68.01989672145949
68,3.4523714596393593,22.705445289049862
69,43.07622617920596,34.02531220272382
70,57.32969779317584,15.501562494764464
71,107.60346150745292,-46.70560549809086
72,-73.47574491525425,-49.46220957149699
73,-68.73161475262171,-66.20307703128321
74,41.173779730091745,75.10381160762799
75,23.316421051380406,-6.0487053266248205
76,-35.13788558802969,-7.625497176058323
77,96.38948091251834,-63.26505082470295
78,31.305728716497725,-18.027829101357653
79,37.9763831654616,39.038509864278076
80,23.78862532718953,-12.822360569158274
81,31.62589905975339,-18.93852121352669
82,90.15073386904373,-72.69187092951238
83,116.16098533386922,-74.69420033118752
84,-71.81456266369293,-46.170606061266284
85,-15.305477185728288,-21.52615016159885
86,97.6572037021019,-63.643208358618196
87,-51.65998268693873,-40.437138050794005
88,25.02763785424108,53.20157731316746
89,123.33036268093076,-85.3033105405981
90,30.048609168828307,80.527803757883
91,80.27163570380361,14.274827449430491
92,-75.97852228295905,-52.84946823861006
93,16.516699904188048,23.189906916451534
94,105.77611843806895,-58.36794702155823
95,91.53121196253784,-14.774132286592712
96,107.02745984553722,-84.42989894520478
97,60.70775782423364,-2.7223385962143096
98,123.4772296742787,-75.99966319953194
99,24.644769346922818,49.42426520505534
100,31.52838522726578,112.11335754056103
101,24.317283780786134,67.40635521896462
102,13.572483914870123,-4.1232990959359475
103,43.334572156873115,31.79980942670703
104,-73.85304766733505,-60.41514228117473
105,-7.5348411488426885,-4.347298318824569
106,54.956225113428985,-18.660827424303395
107,-33.04861705647493,-47.09232638223591
108,102.67413997335262,-58.973921965073245
109,25.533071649256637,19.283077392553672
110,-64.41127538001064,-48.78747659496884
111,-63.643972186742616,-52.04137329533524
112,113.91202487854385,-35.40553323564826
113,115.6546797166548,-99.91116234442998
114,-26.224860017059843,-26.829668441856835
115,-4.795211122291968,-37.04990367117819
116,38.587290608622574,54.32800420226163
117,-56.38760367042347,-45.099471272765385
118,-78.63097414121303,-39.11637749245629
119,122.5202391466561,-61.07581314215901
120,21.741161657724025,21.03614582033192
121,-42.438757537693164,-60.909802277490684
122,82.17092753166128,10.428265444717338
123,128.89918212226308,-101.43905471450014
124,-26.58995234988762,-8.595035513811727
125,16.76726201544811,71.77579430659331
126,42.09309424138786,13.162830465057672
127,102.39015644497233,-94.47931861681612
128,129.6583462731161,-71.58560514504042
129,55.635794445232214,-20.34929351266031
130,110.80718490675113,-69.0154498515806
131,107.70374166964783,-91.63630330707764
132,-79.2967931633857,-57.708225226579785
133,-55.84304223269313,-31.702272780382742
134,-68.41977778862912,-39.659491177255696
135,125.42145568652847,-70.09704544108679
